image_name,face_rect_x1,face_rect_y2,face_rect_x2,face_rect_y1,landmarks_in_bbox,n_faces_detected,dataset_type,train_type,n_landmarks
2203694817_1.jpg,603.0,1579.0,1401.0,781.0,61.0,2,300W,test,68
2223862191_1.jpg,98.0,384.0,419.0,63.0,66.0,1,300W,test,68
222388800_1.jpg,510.0,1043.0,1469.0,85.0,58.0,1,300W,test,68
2229778733_2.jpg,691.0,1491.0,1490.0,692.0,68.0,3,300W,test,68
2229778733_3.jpg,502.0,1094.0,1167.0,428.0,65.0,1,300W,test,68
2231468853_1.jpg,553.0,965.0,1016.0,502.0,56.0,1,300W,test,68
2233368704_2.jpg,332.0,675.0,718.0,290.0,66.0,2,300W,test,68
2234753986_1.jpg,869.0,1402.0,1668.0,603.0,62.0,1,300W,test,68
2239710476_1.jpg,2515.0,1103.0,2900.0,718.0,58.0,2,300W,test,68
224905605_1.jpg,161.0,675.0,546.0,290.0,64.0,1,300W,test,68
2258913498_1.jpg,290.0,558.0,557.0,290.0,58.0,1,300W,test,68
2262286043_1.jpg,290.0,528.0,557.0,260.0,64.0,1,300W,test,68
2264901367_1.jpg,295.0,603.0,849.0,49.0,64.0,1,300W,test,68
22864555_1.jpg,248.0,1313.0,1046.0,514.0,59.0,1,300W,test,68
2289185361_1.jpg,134.0,420.0,455.0,99.0,60.0,1,300W,test,68
2294325056_1.jpg,398.0,2165.0,2386.0,178.0,64.0,1,300W,test,68
2308489181_1.jpg,319.0,558.0,587.0,290.0,55.0,1,300W,test,68
2318977243_1.jpg,516.0,2908.0,2172.0,1252.0,61.0,1,300W,test,68
2322139919_1.jpg,399.0,811.0,861.0,348.0,68.0,1,300W,test,68
2326182644_2.jpg,691.0,1136.0,1490.0,337.0,58.0,2,300W,test,68
2330129413_1.jpg,280.0,798.0,946.0,133.0,66.0,1,300W,test,68
2346354291_1.jpg,40.0,708.0,502.0,246.0,52.0,1,300W,test,68
2353849_1.jpg,992.0,614.0,1147.0,460.0,58.0,1,300W,test,68
2356460241_1.jpg,502.0,657.0,964.0,194.0,61.0,1,300W,test,68
237609290_1.jpg,204.0,547.0,589.0,162.0,53.0,1,300W,test,68
2377409057_1.jpg,889.0,1657.0,2270.0,276.0,57.0,1,300W,test,68
237815567_6.jpg,266.0,836.0,489.0,613.0,62.0,6,300W,test,68
2378246248_1.jpg,741.0,1636.0,1891.0,486.0,56.0,2,300W,test,68
2383880067_1.jpg,204.0,547.0,589.0,162.0,60.0,1,300W,test,68
2389313905_1.jpg,418.0,547.0,803.0,162.0,59.0,1,300W,test,68
2397869868_1.jpg,148.0,2356.0,1804.0,700.0,60.0,2,300W,test,68
2398431338_1.jpg,479.0,1096.0,1034.0,542.0,60.0,1,300W,test,68
2398724096_1.jpg,502.0,708.0,964.0,246.0,59.0,1,300W,test,68
2400986257_1.jpg,142.0,759.0,605.0,297.0,68.0,1,300W,test,68
2401359779_1.jpg,617.0,1576.0,1575.0,617.0,63.0,1,300W,test,68
2402052185_1.jpg,348.0,634.0,669.0,313.0,60.0,1,300W,test,68
2405798840_1.jpg,996.0,1636.0,2147.0,486.0,62.0,1,300W,test,68
2407762189_1.jpg,134.0,598.0,455.0,277.0,68.0,1,300W,test,68
2414075021_1.jpg,553.0,965.0,1016.0,502.0,60.0,1,300W,test,68
2420389746_1.jpg,312.0,741.0,633.0,420.0,53.0,1,300W,test,68
2425505427_2.jpg,277.0,527.0,598.0,206.0,63.0,3,300W,test,68
2431003802_1.jpg,1043.0,1682.0,2001.0,724.0,60.0,1,300W,test,68
2466594504_1.jpg,241.0,598.0,562.0,277.0,64.0,1,300W,test,68
2469551410_1.jpg,233.0,665.0,788.0,110.0,60.0,1,300W,test,68
2477598941_1.jpg,319.0,468.0,587.0,201.0,59.0,1,300W,test,68
248228146_1.jpg,76.0,547.0,461.0,162.0,60.0,1,300W,test,68
2483534214_1.jpg,290.0,675.0,675.0,290.0,58.0,1,300W,test,68
2484089292_1.jpg,700.0,2724.0,2356.0,1068.0,63.0,1,300W,test,68
248684423_1.jpg,70.0,1224.0,869.0,426.0,59.0,1,300W,test,68
2491145700_1.jpg,428.0,872.0,1093.0,206.0,68.0,1,300W,test,68
249871116_1.jpg,356.0,1096.0,911.0,542.0,60.0,1,300W,test,68
2516299615_1.jpg,502.0,798.0,1167.0,133.0,57.0,1,300W,test,68
2529559836_2.jpg,204.0,718.0,589.0,333.0,58.0,1,300W,test,68
2534288728_1.jpg,356.0,788.0,911.0,233.0,64.0,1,300W,test,68
2536832392_1.jpg,516.0,2724.0,2172.0,1068.0,68.0,1,300W,test,68
254040505_1.jpg,277.0,562.0,598.0,241.0,59.0,1,300W,test,68
2545132994_1.jpg,780.0,1491.0,1579.0,692.0,64.0,1,300W,test,68
2551040213_1.jpg,691.0,1491.0,1490.0,692.0,59.0,1,300W,test,68
2551070375_1.jpg,617.0,1576.0,1575.0,617.0,64.0,1,300W,test,68
2551561993_1.jpg,98.0,348.0,419.0,27.0,60.0,1,300W,test,68
255360810_1.jpg,489.0,440.0,712.0,217.0,59.0,1,300W,test,68
2567215951_1.jpg,230.0,409.0,498.0,142.0,58.0,1,300W,test,68
2583756661_1.jpg,451.0,862.0,913.0,400.0,57.0,1,300W,test,68
2584222434_1.jpg,247.0,547.0,632.0,162.0,62.0,1,300W,test,68
2595390660_1.jpg,348.0,862.0,810.0,400.0,60.0,1,300W,test,68
2597444784_1.jpg,290.0,632.0,675.0,247.0,63.0,1,300W,test,68
261068_2.jpg,390.0,259.0,497.0,152.0,60.0,2,300W,test,68
2614190089_1.jpg,70.0,781.0,869.0,-107.0,65.0,1,300W,test,68
2620035751_4.jpg,247.0,675.0,632.0,290.0,66.0,1,300W,test,68
2620035751_5.jpg,384.0,669.0,705.0,348.0,55.0,1,300W,test,68
2622481517_1.jpg,332.0,590.0,718.0,204.0,68.0,2,300W,test,68
2622481529_1.jpg,241.0,420.0,562.0,99.0,59.0,1,300W,test,68
2624814777_1.jpg,148.0,1620.0,1804.0,-220.0,65.0,1,300W,test,68
2628518257_1.jpg,33.0,547.0,418.0,162.0,60.0,1,300W,test,68
2634864392_1.jpg,398.0,3049.0,2386.0,1061.0,68.0,1,300W,test,68
2637859146_1.jpg,510.0,1363.0,1469.0,405.0,59.0,1,300W,test,68
2651953293_1.jpg,650.0,1020.0,1315.0,354.0,60.0,1,300W,test,68
2652853158_1.jpg,479.0,973.0,1034.0,418.0,65.0,1,300W,test,68
2658283615_1.jpg,98.0,562.0,419.0,241.0,59.0,1,300W,test,68
26638112_1.jpg,-154.0,1636.0,1124.0,486.0,61.0,1,300W,test,68
2665438753_1.jpg,312.0,634.0,633.0,313.0,60.0,1,300W,test,68
2665784919_1.jpg,91.0,862.0,553.0,400.0,64.0,2,300W,test,68
2666384408_1.jpg,33.0,632.0,418.0,247.0,58.0,1,300W,test,68
2667636661_1.jpg,356.0,850.0,911.0,295.0,64.0,3,300W,test,68
2678954209_1.jpg,502.0,1316.0,1167.0,650.0,60.0,1,300W,test,68
268628556_1.jpg,76.0,718.0,461.0,333.0,57.0,1,300W,test,68
2692799934_1.jpg,1124.0,1636.0,2274.0,486.0,61.0,1,300W,test,68
2699422785_1.jpg,245.0,708.0,707.0,246.0,67.0,1,300W,test,68
2702096048_1.jpg,-53.0,461.0,375.0,76.0,60.0,1,300W,test,68
2707644111_1.jpg,869.0,1764.0,2019.0,613.0,57.0,1,300W,test,68
2708460596_1.jpg,869.0,1636.0,2019.0,486.0,57.0,1,300W,test,68
2708694408_2.jpg,375.0,718.0,760.0,333.0,63.0,1,300W,test,68
2710033361_1.jpg,650.0,1390.0,1315.0,724.0,56.0,1,300W,test,68
2719473317_1.jpg,736.0,1810.0,2116.0,430.0,62.0,1,300W,test,68
2720296828_1.jpg,869.0,1764.0,2019.0,613.0,63.0,1,300W,test,68
2720297592_1.jpg,1124.0,1764.0,2274.0,613.0,61.0,1,300W,test,68
2722625419_1.jpg,298.0,1363.0,1256.0,405.0,61.0,1,300W,test,68
2741148975_1.jpg,514.0,1402.0,1313.0,603.0,67.0,1,300W,test,68
2741246020_1.jpg,418.0,973.0,972.0,418.0,65.0,1,300W,test,68
2749039135_1.jpg,357.0,1380.0,1508.0,230.0,64.0,1,300W,test,68
274928922_1.jpg,650.0,1020.0,1315.0,354.0,64.0,2,300W,test,68
2756841760_1.jpg,451.0,811.0,913.0,348.0,60.0,1,300W,test,68
2761037247_1.jpg,290.0,439.0,557.0,171.0,55.0,1,300W,test,68
2762499751_1.jpg,241.0,348.0,562.0,27.0,59.0,1,300W,test,68
277485584_1.jpg,576.0,1242.0,1241.0,576.0,61.0,1,300W,test,68
2781323593_1.jpg,780.0,1402.0,1579.0,603.0,56.0,3,300W,test,68
280470249_1.jpg,830.0,1576.0,1788.0,617.0,57.0,2,300W,test,68
2805422179_2.jpg,425.0,325.0,554.0,196.0,59.0,5,300W,test,68
2805422179_3.jpg,127.0,295.0,235.0,187.0,68.0,5,300W,test,68
2806896395_1.jpg,516.0,2724.0,2172.0,1068.0,68.0,1,300W,test,68
2815337739_1.jpg,233.0,788.0,788.0,233.0,59.0,1,300W,test,68
2816884634_1.jpg,502.0,913.0,964.0,451.0,60.0,1,300W,test,68
2816911718_1.jpg,603.0,1313.0,1401.0,514.0,68.0,2,300W,test,68
2826630965_1.jpg,319.0,558.0,587.0,290.0,58.0,1,300W,test,68
2831214703_1.jpg,399.0,759.0,861.0,297.0,61.0,1,300W,test,68
283895953_1.jpg,247.0,718.0,632.0,333.0,60.0,1,300W,test,68
2839174741_1.jpg,290.0,558.0,557.0,290.0,56.0,1,300W,test,68
284499652_1.jpg,617.0,1895.0,1575.0,937.0,64.0,1,300W,test,68
2850227095_1.jpg,869.0,1891.0,2019.0,741.0,66.0,1,300W,test,68
2851148894_1.jpg,461.0,675.0,846.0,290.0,57.0,2,300W,test,68
2858826857_1.jpg,996.0,1764.0,2147.0,613.0,68.0,1,300W,test,68
2861845083_1.jpg,724.0,1390.0,1389.0,724.0,60.0,1,300W,test,68
2862378871_1.jpg,205.0,562.0,526.0,241.0,61.0,1,300W,test,68
2862780316_1.jpg,1043.0,1682.0,2001.0,724.0,61.0,1,300W,test,68
2863670139_1.jpg,514.0,1579.0,1313.0,781.0,60.0,1,300W,test,68
2865881929_1.jpg,541.0,1035.0,1096.0,480.0,63.0,1,300W,test,68
2869128864_1.jpg,348.0,811.0,810.0,348.0,55.0,1,300W,test,68
2877095014_1.jpg,741.0,1764.0,1891.0,613.0,57.0,1,300W,test,68
2877384571_1.jpg,889.0,2423.0,2270.0,1043.0,60.0,1,300W,test,68
2879155528_2.jpg,277.0,598.0,598.0,277.0,68.0,1,300W,test,68
2898288466_1.jpg,161.0,418.0,546.0,33.0,58.0,2,300W,test,68
2908244346_1.jpg,889.0,1350.0,2270.0,-184.0,60.0,1,300W,test,68
2914754366_1.jpg,1043.0,1576.0,2001.0,617.0,55.0,1,300W,test,68
2921334928_1.jpg,295.0,1158.0,849.0,603.0,64.0,1,300W,test,68
2926246380_1.jpg,277.0,491.0,598.0,170.0,59.0,1,300W,test,68
2957223413_1.jpg,312.0,598.0,633.0,277.0,62.0,1,300W,test,68
2962437091_1.jpg,384.0,598.0,705.0,277.0,60.0,1,300W,test,68
2984236559_1.jpg,111.0,528.0,379.0,260.0,58.0,1,300W,test,68
2984478058_1.jpg,375.0,761.0,760.0,376.0,67.0,1,300W,test,68
3006930100_1.jpg,541.0,973.0,1096.0,418.0,64.0,1,300W,test,68
300840911_1.jpg,384.0,420.0,705.0,99.0,57.0,1,300W,test,68
3026147764_1.jpg,691.0,1579.0,1490.0,781.0,65.0,1,300W,test,68
3030012395_1.jpg,830.0,1895.0,1788.0,937.0,62.0,1,300W,test,68
3036412907_1.jpg,332.0,718.0,718.0,333.0,61.0,2,300W,test,68
3037891920_1.jpg,132.0,798.0,798.0,133.0,67.0,1,300W,test,68
3048153244_1.jpg,605.0,913.0,1067.0,451.0,58.0,1,300W,test,68
3050267766_1.jpg,619.0,2828.0,2606.0,840.0,67.0,1,300W,test,68
305917477_1.jpg,869.0,1636.0,2019.0,486.0,65.0,1,300W,test,68
30844800_1.jpg,297.0,811.0,759.0,348.0,62.0,1,300W,test,68
3156458544_1.jpg,830.0,1789.0,1788.0,830.0,67.0,1,300W,test,68
3179878396_1.jpg,830.0,1789.0,1788.0,830.0,61.0,1,300W,test,68
3186478027_1.jpg,461.0,418.0,846.0,33.0,62.0,1,300W,test,68
3187108438_1.jpg,513.0,489.0,736.0,266.0,61.0,1,300W,test,68
3193158927_1.jpg,613.0,1891.0,1763.0,741.0,68.0,1,300W,test,68
3214021244_1.jpg,1043.0,1895.0,2001.0,937.0,57.0,1,300W,test,68
3214097106_2.jpg,348.0,811.0,810.0,348.0,60.0,2,300W,test,68
3214120096_5.jpg,312.0,598.0,633.0,277.0,60.0,3,300W,test,68
3215987812_1.jpg,723.0,1469.0,1682.0,511.0,64.0,1,300W,test,68
3227203804_1.jpg,384.0,669.0,705.0,348.0,60.0,1,300W,test,68
3234996955_1.jpg,58.0,798.0,724.0,133.0,67.0,1,300W,test,68
3239006545_1.jpg,996.0,2019.0,2147.0,869.0,68.0,1,300W,test,68
3239209193_1.jpg,869.0,1764.0,2019.0,613.0,66.0,1,300W,test,68
3249818146_1.jpg,277.0,598.0,598.0,277.0,60.0,1,300W,test,68
3255410296_1.jpg,428.0,798.0,1093.0,133.0,67.0,1,300W,test,68
378492784_1.jpg,277.0,348.0,598.0,27.0,60.0,2,300W,test,68
3796238727_1.jpg,984.0,687.0,1207.0,464.0,62.0,3,300W,test,68
397921011_1.jpg,553.0,708.0,1016.0,246.0,59.0,2,300W,test,68
4017305068_1.jpg,414.0,247.0,521.0,140.0,62.0,1,300W,test,68
406798473_2.jpg,526.0,540.0,655.0,411.0,62.0,3,300W,test,68
410225851_1.jpg,268.0,469.0,397.0,340.0,61.0,1,300W,test,68
4285163979_9.jpg,551.0,923.0,737.0,738.0,58.0,9,300W,test,68
4337161543_1.jpg,268.0,239.0,397.0,110.0,63.0,2,300W,test,68
4520272436_1.jpg,464.0,365.0,687.0,142.0,58.0,1,300W,test,68
4538917191_8.jpg,2636.0,841.0,2822.0,655.0,68.0,22,300W,test,68
5106695994_5.jpg,2247.0,712.0,2470.0,489.0,57.0,6,300W,test,68
59354095_1.jpg,304.0,449.0,489.0,263.0,68.0,3,300W,test,68
719902933_1.jpg,1061.0,632.0,1216.0,477.0,58.0,3,300W,test,68
823016568_1.jpg,885.0,464.0,1108.0,242.0,58.0,2,300W,test,68
878985234_1.jpg,200.0,409.0,468.0,142.0,58.0,1,300W,test,68
90800092_1.jpg,1154.0,474.0,1262.0,367.0,59.0,5,300W,test,68
9545523490_2.jpg,167.0,288.0,322.0,133.0,58.0,2,300W,test,68
image_0018.png,201.0,236.0,356.0,81.0,61.0,1,300W,test,68
image_0020.png,110.0,297.0,239.0,168.0,59.0,1,300W,test,68
image_0030.png,262.0,345.0,448.0,160.0,59.0,1,300W,test,68
image_0033.png,97.0,345.0,283.0,160.0,60.0,1,300W,test,68
image_0040.png,81.0,270.0,236.0,116.0,59.0,1,300W,test,68
image_0044.png,402.0,235.0,509.0,128.0,55.0,2,300W,test,68
image_0049.png,305.0,186.0,394.0,96.0,60.0,3,300W,test,68
image_0055.png,67.0,254.0,196.0,125.0,59.0,1,300W,test,68
image_0058.png,115.0,199.0,223.0,92.0,64.0,1,300W,test,68
image_0062.png,201.0,325.0,386.0,139.0,60.0,1,300W,test,68
image_0063.png,81.0,288.0,236.0,133.0,62.0,1,300W,test,68
image_0076.png,184.0,270.0,339.0,116.0,57.0,2,300W,test,68
image_0078.png,196.0,196.0,325.0,67.0,58.0,1,300W,test,68
image_0080.png,191.0,464.0,414.0,242.0,68.0,1,300W,test,68
image_0084.png,67.0,239.0,196.0,110.0,56.0,1,300W,test,68
image_0086.png,29.0,288.0,184.0,133.0,68.0,1,300W,test,68
image_0092.png,127.0,187.0,235.0,80.0,65.0,2,300W,test,68
image_0098.png,139.0,304.0,324.0,118.0,60.0,1,300W,test,68
image_0101.png,124.0,225.0,253.0,96.0,61.0,1,300W,test,68
image_0107.png,330.0,163.0,438.0,56.0,61.0,1,300W,test,68
image_0111.png,115.0,259.0,223.0,152.0,64.0,1,300W,test,68
image_0113.png,22.0,350.0,290.0,82.0,59.0,1,300W,test,68
image_0117.png,167.0,182.0,296.0,53.0,59.0,1,300W,test,68
image_0119.png,118.0,263.0,304.0,77.0,59.0,1,300W,test,68
image_0120.png,159.0,263.0,345.0,77.0,66.0,1,300W,test,68
image_0128.png,205.0,455.0,526.0,134.0,59.0,1,300W,test,68
image_0135.png,354.0,254.0,483.0,125.0,63.0,1,300W,test,68
image_0140.png,86.0,196.0,175.0,106.0,60.0,1,300W,test,68
image_014_01.jpg,486.0,271.0,560.0,196.0,49.0,9,300W,test,68
image_0151.png,81.0,253.0,236.0,98.0,62.0,1,300W,test,68
image_0153.png,115.0,187.0,223.0,80.0,58.0,1,300W,test,68
image_0155.png,150.0,270.0,304.0,116.0,66.0,1,300W,test,68
image_0160.png,15.0,284.0,201.0,98.0,57.0,1,300W,test,68
image_0164.png,153.0,254.0,282.0,125.0,62.0,1,300W,test,68
image_0165.png,18.0,316.0,241.0,93.0,64.0,1,300W,test,68
image_0167.png,259.0,187.0,366.0,80.0,63.0,2,300W,test,68
image_0169.png,282.0,163.0,390.0,56.0,58.0,3,300W,test,68
image_0180.png,110.0,282.0,239.0,153.0,66.0,1,300W,test,68
image_0185.png,210.0,196.0,339.0,67.0,60.0,2,300W,test,68
image_0186.png,97.0,345.0,283.0,160.0,62.0,1,300W,test,68
image_0190.png,180.0,263.0,366.0,77.0,60.0,2,300W,test,68
image_0192.png,139.0,268.0,268.0,139.0,59.0,2,300W,test,68
image_0199.png,35.0,263.0,221.0,77.0,58.0,1,300W,test,68
image_021_1.jpg,98.0,455.0,419.0,134.0,60.0,1,300W,test,68
image_022.jpg,111.0,379.0,379.0,112.0,66.0,1,300W,test,68
image_0222.png,230.0,379.0,498.0,112.0,66.0,1,300W,test,68
image_0230.png,67.0,211.0,175.0,104.0,61.0,1,300W,test,68
image_024_1.jpg,414.0,341.0,637.0,118.0,58.0,1,300W,test,68
image_0252.png,12.0,305.0,167.0,150.0,60.0,1,300W,test,68
image_0268.png,56.0,304.0,242.0,118.0,58.0,1,300W,test,68
image_0273.png,32.0,140.0,139.0,32.0,59.0,2,300W,test,68
image_0291.png,223.0,211.0,330.0,104.0,58.0,1,300W,test,68
image_0292.png,216.0,341.0,439.0,118.0,68.0,1,300W,test,68
image_0293.png,159.0,366.0,345.0,180.0,58.0,1,300W,test,68
image_0298.png,67.0,211.0,196.0,82.0,60.0,1,300W,test,68
image_0352.png,139.0,222.0,324.0,36.0,65.0,1,300W,test,68
image_0371.png,211.0,211.0,318.0,104.0,60.0,1,300W,test,68
image_0392.png,167.0,365.0,390.0,142.0,60.0,1,300W,test,68
image_0405.png,132.0,270.0,287.0,116.0,61.0,1,300W,test,68
image_0435.png,139.0,242.0,324.0,57.0,65.0,1,300W,test,68
image_0436.png,110.0,211.0,239.0,82.0,65.0,1,300W,test,68
image_0451.png,46.0,202.0,201.0,47.0,61.0,2,300W,test,68
image_0467.png,242.0,304.0,428.0,118.0,62.0,1,300W,test,68
image_0469.png,118.0,325.0,304.0,139.0,65.0,1,300W,test,68
image_0480.png,56.0,222.0,242.0,36.0,65.0,1,300W,test,68
image_0492.png,241.0,242.0,464.0,19.0,59.0,1,300W,test,68
image_0498.png,20.0,355.0,127.0,247.0,63.0,2,300W,test,68
image_0506.png,117.0,316.0,340.0,93.0,59.0,1,300W,test,68
image_0515.png,134.0,598.0,455.0,277.0,62.0,1,300W,test,68
image_0520.png,124.0,268.0,253.0,139.0,56.0,2,300W,test,68
image_055.jpg,356.0,850.0,911.0,295.0,58.0,1,300W,test,68
image_0560.png,201.0,304.0,386.0,118.0,59.0,1,300W,test,68
image_0576.png,98.0,219.0,253.0,64.0,64.0,1,300W,test,68
image_059.jpg,155.0,375.0,245.0,285.0,63.0,1,300W,test,68
image_0597.png,153.0,196.0,282.0,67.0,59.0,1,300W,test,68
image_0599.png,103.0,223.0,211.0,116.0,57.0,1,300W,test,68
image_0614.png,81.0,270.0,236.0,116.0,58.0,1,300W,test,68
image_0629.png,43.0,365.0,266.0,142.0,68.0,1,300W,test,68
image_0643.png,68.0,266.0,291.0,43.0,61.0,1,300W,test,68
image_0649.png,216.0,291.0,439.0,68.0,59.0,2,300W,test,68
image_0673.png,115.0,175.0,223.0,68.0,68.0,1,300W,test,68
image_0684.png,142.0,266.0,365.0,43.0,65.0,1,300W,test,68
image_0685.png,56.0,263.0,242.0,77.0,58.0,1,300W,test,68
image_0699.png,283.0,366.0,469.0,180.0,66.0,1,300W,test,68
image_069_1.jpg,76.0,590.0,461.0,204.0,57.0,1,300W,test,68
image_0704.png,319.0,468.0,587.0,201.0,58.0,1,300W,test,68
image_0706.png,139.0,225.0,268.0,96.0,51.0,1,300W,test,68
image_071_1.jpg,646.0,468.0,914.0,201.0,62.0,1,300W,test,68
image_0738.png,110.0,196.0,239.0,67.0,64.0,1,300W,test,68
image_0739.png,115.0,288.0,270.0,133.0,63.0,1,300W,test,68
image_0745.png,97.0,284.0,283.0,98.0,61.0,2,300W,test,68
image_0750.png,81.0,236.0,236.0,81.0,58.0,1,300W,test,68
image_0752.png,150.0,270.0,304.0,116.0,65.0,1,300W,test,68
image_0765.png,29.0,270.0,184.0,116.0,59.0,1,300W,test,68
image_0770.png,115.0,187.0,223.0,80.0,65.0,1,300W,test,68
image_0787.png,115.0,253.0,270.0,98.0,58.0,1,300W,test,68
image_078_1.jpg,268.0,225.0,397.0,96.0,61.0,2,300W,test,68
